ID,nombre,plataforma,ano_de_lanzamiento,genero,distribuidora,ventas_na,ventas_eu,ventas_jp,ventas_otros
4725,Kane & Lynch: Dead Men,PS3,2007-01-01,Shooter,Eidos Interactive,0.29,0.32,0.01,0.13
4726,Kangaroo,2600,1982-01-01,Platform,Atari,0.67,0.04,0.0,0.01
4727,Kangokutou Mary Skelter,PSV,2016-01-01,Role-Playing,Compile Heart,0.0,0.0,0.03,0.0
4728,Kanji Sonomama DS Rakubiki Jiten,DS,2006-01-01,Misc,Nintendo,0.0,0.0,0.07,0.0
4729,Kannou Mukashi Banashi Portable,PSP,2012-01-01,Adventure,Idea Factory,0.0,0.0,0.02,0.0
4730,Kanokon: Esuii,PS2,2008-01-01,Adventure,5pb,0.0,0.0,0.01,0.0
4731,Kanon,DC,2000-01-01,Adventure,NEC Interchannel,0.0,0.0,0.06,0.0
4732,Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,DS,2006-01-01,Misc,Nintendo,0.0,0.0,1.71,0.0
4733,Kanuchi: Shiroki Tsubasa no Shou,PS2,2008-01-01,Adventure,Idea Factory,0.0,0.0,0.04,0.0
4734,Kanzen Chuuki Pro Yakyuu Greatest Nine,SAT,1995-01-01,Sports,Sega,0.0,0.0,0.22,0.0
4735,Kao Challengers,PSP,2005-01-01,Platform,Atari,0.02,0.0,0.0,0.0
4736,Kao the Kangaroo,GBA,2001-01-01,Platform,Titus,0.01,0.0,0.0,0.0
4737,Kao the Kangaroo Round 2,GC,2005-01-01,Platform,JoWood Productions,0.01,0.0,0.0,0.0
4738,Karaoke Joysound Wii,Wii,2008-01-01,Misc,Hudson Soft,0.0,0.0,0.25,0.0
4739,Karaoke Joysound Wii DX,Wii,2009-01-01,Misc,Hudson Soft,0.0,0.0,0.09,0.0
4740,Karaoke Joysound Wii Super DX: Hitori de Minna de Utai Houdai!,Wii,2010-01-01,Misc,Hudson Soft,0.0,0.0,0.09,0.0
4741,Karaoke Revolution,X360,2009-01-01,Misc,Konami Digital Entertainment,0.12,0.0,0.0,0.01
4742,Karaoke Revolution Glee,Wii,2010-01-01,Misc,Konami Digital Entertainment,0.51,0.24,0.0,0.07
4743,Karaoke Revolution Glee 2: Road to Regionals,Wii,2011-01-01,Misc,Konami Digital Entertainment,0.14,0.06,0.0,0.02
4744,Karaoke Revolution Glee: Volume 3,X360,2011-01-01,Misc,Konami Digital Entertainment,0.13,0.0,0.0,0.01
4745,Karaoke Revolution Party,XB,2005-01-01,Misc,Konami Digital Entertainment,0.05,0.01,0.0,0.0
4746,Karaoke Revolution Presents American Idol Encore,X360,2008-01-01,Misc,Konami Digital Entertainment,0.1,0.0,0.0,0.01
4747,Karaoke Revolution Presents American Idol Encore 2,Wii,2008-01-01,Misc,Konami Digital Entertainment,0.3,0.0,0.0,0.02
4748,Karaoke Revolution Volume 2,PS2,2004-01-01,Misc,Konami Digital Entertainment,0.11,0.09,0.0,0.03
4749,Karaoke Revolution Volume 3,PS2,2004-01-01,Misc,Konami Digital Entertainment,0.16,0.12,0.0,0.04
4750,Karnaaj Rally,GBA,2003-01-01,Racing,Jaleco,0.01,0.0,0.0,0.0
4751,Kart Racer,Wii,2009-01-01,Racing,Nordic Games,0.03,0.01,0.0,0.0
4752,Kartia: The Word of Fate,PS,1998-01-01,Strategy,Konami Digital Entertainment,0.05,0.03,0.12,0.01
4753,Katamari Damacy,PS2,2004-01-01,Puzzle,Namco Bandai Games,0.47,0.02,0.17,0.08
4754,Katamari Forever,PS3,2009-01-01,Puzzle,Namco Bandai Games,0.26,0.04,0.06,0.04
4755,Katekyoo Hitman Reborn Nerae!? Ring x Bongole Returns,PS2,2008-01-01,Adventure,Marvelous Interactive,0.0,0.0,0.01,0.0
4756,Katekyoo Hitman Reborn! Battle Arena,PSP,2008-01-01,Fighting,Marvelous Interactive,0.0,0.0,0.04,0.0
4757,Katekyoo Hitman Reborn! Battle Arena 2 - Spirits Burst,PSP,2009-01-01,Fighting,Marvelous Interactive,0.0,0.0,0.04,0.0
4758,Katekyoo Hitman Reborn! DS Fate of Heat III - Yuki no Shugosha Raishuu!,DS,2010-01-01,Role-Playing,Marvelous Interactive,0.0,0.0,0.06,0.0
4759,Katekyoo Hitman Reborn! DS Flame Rumble X - Mirai Chou-Bakuhatsu!!,DS,2009-01-01,Fighting,Takara Tomy,0.0,0.0,0.06,0.0
4760,Katekyoo Hitman Reborn! DS Flame Rumble XX - Kessen! Shin 6 Chouka,DS,2010-01-01,Action,Takara Tomy,0.0,0.0,0.06,0.0
4761,Katekyoo Hitman Reborn! DS: Bongole Shiki Taisen Battle Sugoroku,DS,2008-01-01,Misc,Takara Tomy,0.0,0.0,0.05,0.0
4762,Katekyoo Hitman Reborn! DS: Fate of Heat - Hono no Unmei,DS,2008-01-01,Role-Playing,Takara Tomy,0.0,0.0,0.07,0.0
4763,Katekyoo Hitman Reborn! DS: Fate of Heat II - Unmei no Futari,DS,2009-01-01,Role-Playing,Marvelous Interactive,0.0,0.0,0.03,0.0
4764,Katekyoo Hitman Reborn! DS: Flame Rumble Hyper - Moeyo Mirai,DS,2008-01-01,Fighting,Takara Tomy,0.0,0.0,0.08,0.0
4765,Katekyoo Hitman Reborn! DS: Flame Rumble Kaien Ring Soudatsuen!,DS,2007-01-01,Fighting,Takara Tomy,0.0,0.0,0.08,0.0
4766,Katekyoo Hitman Reborn! DS: Flame Rumble Mukuro Kyoushuu,DS,2007-01-01,Fighting,Takara Tomy,0.0,0.0,0.06,0.0
4767,Katekyoo Hitman Reborn! DS: Mafia Daishuugou Bongole Festival,DS,2008-01-01,Action,Takara Tomy,0.0,0.0,0.02,0.0
4768,Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen,DS,2009-01-01,Action,Takara Tomy,0.0,0.0,0.03,0.0
4769,Katekyoo Hitman Reborn! DS: Shinuki Max! Vongola Carnival!!,DS,2007-01-01,Action,Takara Tomy,0.0,0.0,0.05,0.0
4770,Katekyoo Hitman Reborn! Dream Hyper Battle!,PS2,2007-01-01,Fighting,Marvelous Interactive,0.0,0.0,0.02,0.0
4771,Katekyoo Hitman Reborn! Dream Hyper Battle! Wii,Wii,2008-01-01,Fighting,Marvelous Interactive,0.0,0.0,0.02,0.0
4772,Katekyoo Hitman Reborn! Kindan no Yami no Delta,PS2,2008-01-01,Action,Marvelous Interactive,0.0,0.0,0.02,0.0
4773,Katekyoo Hitman Reborn! Kizuna no Tag Battle,PSP,2010-01-01,Fighting,Marvelous Interactive,0.0,0.0,0.03,0.0
4774,Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!,PS2,2007-01-01,Action,Marvelous Interactive,0.0,0.0,0.02,0.0
4775,Kawa no Nushi Tsuri,PS,1998-01-01,Sports,Victor Interactive,0.0,0.0,0.15,0.01
4776,Kawaii Koinu DS 3,DS,2010-01-01,Simulation,MTO,0.0,0.0,0.02,0.0
4777,Kawasaki Jet Ski,Wii,2008-01-01,Racing,Metro 3D,0.02,0.0,0.0,0.0
4778,Kawasaki Quad Bikes,Wii,2007-01-01,Racing,Data Design Interactive,0.07,0.01,0.0,0.01
4779,Kawasaki Snowmobiles,Wii,2008-01-01,Racing,Metro 3D,0.02,0.0,0.0,0.0
4780,Kawashima Ryuuta Kyouju Kanshuu Nouryoku Trainer Portable 2,PSP,2006-01-01,Misc,Sega,0.0,0.0,0.09,0.0
4781,Kazoku Keikaku,PSP,2010-01-01,Adventure,CyberFront,0.0,0.0,0.02,0.0
4782,Keiba Eight Special,SNES,1993-01-01,Sports,Misawa,0.0,0.0,0.05,0.0
4783,Kekkaishi: Karasumori Ayakashi Kidan,DS,2007-01-01,Action,Namco Bandai Games,0.0,0.0,0.17,0.0
4784,Kekkaishi: Kokubourou Shuurai,DS,2008-01-01,Action,Namco Bandai Games,0.0,0.0,0.03,0.0
4785,Kekkaishi: Kokubourou no Kage,Wii,2007-01-01,Action,Namco Bandai Games,0.0,0.0,0.03,0.0
4786,Kekkon Zenya,SAT,1995-01-01,Adventure,Shogakukan,0.0,0.0,0.05,0.0
4787,Kekkon: Marriage,SAT,1995-01-01,Adventure,Shogakukan,0.0,0.0,0.06,0.0
4788,Kelly Slater's Pro Surfer,PS2,2002-01-01,Sports,Activision,0.16,0.13,0.0,0.04
4789,Ken Griffey Jr.'s Slugfest,N64,1999-01-01,Sports,Nintendo,0.23,0.06,0.0,0.0
4790,Ken to Mahou to Gakuen Mono. 2,PSP,2009-01-01,Role-Playing,Acquire,0.0,0.0,0.08,0.0
4791,Ken to Mahou to Gakuen Mono. 2G,PS3,2010-01-01,Role-Playing,Acquire,0.0,0.0,0.02,0.0
4792,Ken to Mahou to Gakuen Mono. 3,PSP,2010-01-01,Role-Playing,Acquire,0.0,0.0,0.13,0.0
4793,Ken to Mahou to Gakuen Mono. 3D,3DS,2011-01-01,Role-Playing,Acquire,0.0,0.0,0.06,0.0
4794,Ken to Mahou to Gakuen Mono. Final: Shinnyusei wa Ohimesama,PSP,2011-01-01,Strategy,Acquire,0.0,0.0,0.08,0.0
4795,Kengo: Legend of The 9,X360,2006-01-01,Fighting,Majesco Entertainment,0.06,0.01,0.0,0.01
4796,Kengo: Master of Bushido,PS2,2000-01-01,Fighting,Ubisoft,0.16,0.13,0.06,0.04
4797,Kenka Bancho Bros: Tokyo Battle Royale,PSP,2012-01-01,Action,Spike,0.0,0.0,0.1,0.0
4798,Kenka Bancho Otome,PSV,2016-01-01,Action,Screenlife,0.0,0.0,0.03,0.0
4799,Kenka Bancho: Badass Rumble,PSP,2008-01-01,Action,Spike,0.06,0.0,0.2,0.01
4800,Kenka Banchou 2: Full Throttle,PS2,2007-01-01,Action,Spike,0.0,0.0,0.09,0.0
4801,Kenka Banchou 4: Ichinen Sensou,PSP,2010-01-01,Action,Spike,0.0,0.0,0.19,0.0
4802,Kenka Banchou 5: Otoko no Housoku,PSP,2011-01-01,Action,Spike,0.0,0.0,0.14,0.0
4803,Kenka Banchou 6: Soul & Blood,3DS,2015-01-01,Fighting,Screenlife,0.0,0.0,0.07,0.0
4804,Kenka Banchou Portable,PSP,2009-01-01,Action,Spike,0.0,0.0,0.01,0.0
4805,Kenkou Ouen Recipe 1000: DS Kondate Zenshuu,DS,2006-01-01,Misc,Nintendo,0.0,0.0,0.52,0.0
4806,Kensei: Sacred Fist,PS,1997-01-01,Fighting,Konami Digital Entertainment,0.01,0.01,0.0,0.0
4807,Kenshuui Tendo Dokuta,DS,2004-01-01,Simulation,Spike,0.0,0.0,0.08,0.0
4808,Kenyuu Densetsu Yaiba,SNES,1994-01-01,Action,Banpresto,0.0,0.0,0.07,0.0
4809,Keroro Gunsou: Enshuu da Yo! Zenin Shuugou Part 2,DS,2007-01-01,Action,Namco Bandai Games,0.0,0.0,0.05,0.0
4810,Keroro RPG: Kishi to Musha to Densetsu no Kaizoku,DS,2010-01-01,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.0
4811,Keshisasu-Kun: Battle Kas-tival,DS,2010-01-01,Action,Konami Digital Entertainment,0.0,0.0,0.03,0.0
4812,Kessen,PS2,2000-01-01,Strategy,Electronic Arts,0.27,0.21,0.41,0.07
4813,Kessen II,PS2,2001-01-01,Strategy,THQ,0.13,0.1,0.2,0.03
4814,Kessen III,PS2,2004-01-01,Strategy,Tecmo Koei,0.04,0.03,0.0,0.01
4815,Ketsui Death Label,DS,2008-01-01,Shooter,Arika,0.0,0.0,0.02,0.0
4816,Ketsui: Kizuna Jigoku Tachi Extra,X360,2010-01-01,Shooter,5pb,0.0,0.0,0.02,0.0
4817,Kevin Van Dam: Big Bass Challenge,Wii,2010-01-01,Sports,Zoo Games,0.03,0.0,0.0,0.0
4818,Keystone Kapers,2600,1982-01-01,Action,Activision,0.62,0.04,0.0,0.01
4819,Kid Adventures: Sky Captain,Wii,2010-01-01,Action,Unknown,0.09,0.04,0.0,0.01
4820,Kid Fit Island Resort,Wii,2010-01-01,Sports,Avanquest,0.05,0.0,0.0,0.0
4821,Kid Icarus,NES,1986-01-01,Platform,Nintendo,0.53,0.12,1.09,0.02
4822,Kid Icarus: Uprising,3DS,2012-01-01,Action,Nintendo,0.48,0.35,0.36,0.07
4823,Kidou Gekidan Haro Ichiza Gundam Mahjong DS: Oyaji nimo Agarareta koto nai noni!,DS,2005-01-01,Misc,Namco Bandai Games,0.0,0.0,0.04,0.0
4824,Kidou Senkan Nadesico,SAT,1997-01-01,Strategy,Sega,0.0,0.0,0.15,0.0
4825,Kidou Senshi Gundam 00,DS,2008-01-01,Action,Namco Bandai Games,0.0,0.0,0.08,0.0
4826,Kidou Senshi Gundam F91: Formula Senki 0122,SNES,1991-01-01,Strategy,Namco Bandai Games,0.0,0.0,0.33,0.0
4827,Kidou Senshi Gundam Seed Battle Destiny,PSV,2012-01-01,Action,Namco Bandai Games,0.0,0.0,0.12,0.0
4828,Kidou Senshi Gundam UC,PS3,2012-01-01,Action,Namco Bandai Games,0.0,0.0,0.1,0.0
4829,Kidou Senshi Gundam: Extreme VS,PS3,2011-01-01,Fighting,Namco Bandai Games,0.0,0.0,0.54,0.0
4830,Kidou Senshi Gundam: Giren no Yabou,SAT,1998-01-01,Strategy,Namco Bandai Games,0.0,0.0,0.25,0.0
4831,Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui,PSP,2008-01-01,Strategy,Namco Bandai Games,0.0,0.0,0.16,0.0
4832,Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,PSP,2009-01-01,Strategy,Namco Bandai Games,0.0,0.0,0.07,0.0
4833,Kidou Senshi Gundam: Senjou no Kizuna Portable,PSP,2009-01-01,Strategy,Namco Bandai Games,0.0,0.0,0.18,0.0
4834,Kidou Senshi Gundam: Shin Gihren no Yabou,PSP,2011-01-01,Strategy,Namco Bandai Games,0.0,0.0,0.14,0.0
4835,Kidou Senshi V Gundam,SNES,1994-01-01,Action,Namco Bandai Games,0.0,0.0,0.03,0.0
4836,Kids Learn Math: A+ Edition,DS,2011-01-01,Misc,Unknown,0.14,0.0,0.0,0.01
4837,Kids Learn Music A+ Edition,DS,2011-01-01,Misc,Unknown,0.04,0.0,0.0,0.0
4838,Kidz Bop Dance Party! The Video Game,Wii,2010-01-01,Misc,D3Publisher,0.2,0.0,0.0,0.01
4839,Kidz Sports: Crazy Golf,Wii,2008-01-01,Sports,Data Design Interactive,0.11,0.0,0.0,0.01
4840,Kikiite Hajimaru: Eigo Kaiwa Training - KikiTore,DS,2008-01-01,Misc,Benesse,0.0,0.0,0.01,0.0
4841,Kikou Heidan J-Phoenix,PS2,2001-01-01,Action,Takara,0.0,0.0,0.06,0.0
4842,Kikou Heidan J-Phoenix 2,PS2,2003-01-01,Action,Takara,0.0,0.0,0.04,0.0
4843,Kikou Heidan J-Phoenix: Cobalt Shoutaihen,PS2,2002-01-01,Action,Takara,0.0,0.0,0.02,0.0
4844,Kiku! Kaku! Kotoba o Fuyasu! Hajimete no Eigo Training,DS,2007-01-01,Misc,Benesse,0.0,0.0,0.1,0.0
4845,"Kilari: Na-san, Mon Meilleur Ami",DS,2006-01-01,Simulation,Konami Digital Entertainment,0.0,0.0,0.12,0.0
4846,Kileak: The DNA Imperative,PS,1994-01-01,Shooter,Sony Computer Entertainment,0.08,0.06,0.21,0.02
4847,Kill.Switch,XB,2003-01-01,Shooter,Namco Bandai Games,0.18,0.05,0.0,0.01
4848,Killer Instinct,SNES,1995-01-01,Fighting,Nintendo,2.26,0.72,0.12,0.1
4849,Killer Instinct (2013),XOne,2013-01-01,Fighting,Microsoft Game Studios,0.04,0.03,0.0,0.01
4850,Killer Instinct Gold,N64,1996-01-01,Fighting,Nintendo,0.61,0.19,0.0,0.01
4851,Killer Loop,PS,1999-01-01,Racing,Crave Entertainment,0.03,0.02,0.0,0.0
4852,Killer is Dead,X360,2013-01-01,Action,Deep Silver,0.08,0.02,0.01,0.01
4853,Killer7,GC,2005-01-01,Action,Capcom,0.12,0.03,0.0,0.0
4854,Killing Floor 2,PS4,2016-01-01,Shooter,Tripwire Interactive,0.03,0.01,0.0,0.01
4855,Killing Zone,PS,1996-01-01,Fighting,Acclaim Entertainment,0.03,0.02,0.0,0.0
4856,Killzone,PS2,2004-01-01,Shooter,Sony Computer Entertainment,0.79,0.03,0.0,0.13
4857,Killzone 2,PS3,2009-01-01,Shooter,Sony Computer Entertainment,1.4,1.06,0.08,0.47
4858,Killzone 3,PS3,2011-01-01,Shooter,Sony Computer Entertainment,1.45,0.86,0.09,0.38
4859,Killzone: Liberation,PSP,2006-01-01,Shooter,Sony Computer Entertainment,0.44,0.27,0.0,0.18
4860,Killzone: Mercenary,PSV,2013-01-01,Shooter,Sony Computer Entertainment Europe,0.2,0.39,0.04,0.17
4861,Killzone: Shadow Fall,PS4,2013-01-01,Shooter,Sony Computer Entertainment,0.89,1.33,0.08,0.39
4862,Kimi ga Aruji de Shitsuji ga Ore de: Oshie Nikki,PS2,2008-01-01,Adventure,Minato Station,0.0,0.0,0.02,0.0
4863,Kimi ni Todoke: Sodateru Omoi,DS,2009-01-01,Adventure,Banpresto,0.0,0.0,0.02,0.0
4864,Kimi ni Todoke: Tsutaeru Kimochi,DS,2011-01-01,Adventure,Banpresto,0.0,0.0,0.05,0.0
4865,Kimi no Yuusha,DS,2008-01-01,Role-Playing,SNK Playmore,0.0,0.0,0.01,0.0
4866,KimiKiss,PS2,2006-01-01,Adventure,Enterbrain,0.0,0.0,0.06,0.0
4867,KimiKiss (ebKore+),PS2,2008-01-01,Adventure,Enterbrain,0.0,0.0,0.06,0.0
4868,Kimikare: New Semester,PSP,2012-01-01,Action,Idea Factory,0.0,0.0,0.02,0.0
4869,Kinect Adventures!,X360,2010-01-01,Misc,Microsoft Game Studios,15.0,4.89,0.24,1.69
4870,Kinect Joy Ride,X360,2010-01-01,Racing,Microsoft Game Studios,0.92,0.39,0.0,0.12
4871,Kinect Rush: A Disney Pixar Adventure,X360,2012-01-01,Adventure,Microsoft Game Studios,0.38,0.15,0.0,0.05
4872,Kinect Sports,X360,2010-01-01,Sports,Microsoft Game Studios,3.92,1.73,0.03,0.51
4873,Kinect Sports Rivals,XOne,2014-01-01,Sports,Microsoft Game Studios,0.3,0.23,0.02,0.05
4874,Kinect Sports: Season Two,X360,2011-01-01,Sports,Microsoft Game Studios,1.38,0.72,0.02,0.22
4875,Kinect Star Wars,X360,2012-01-01,Action,Microsoft Game Studios,1.05,0.52,0.03,0.14
4876,Kinect: Disneyland Adventures,X360,2011-01-01,Misc,Microsoft Game Studios,1.73,0.43,0.02,0.17
4877,Kinectimals,X360,2010-01-01,Simulation,Microsoft Game Studios,1.02,0.46,0.0,0.13
4878,Kinectimals: Now with Bears!,X360,2011-01-01,Misc,Microsoft Game Studios,0.27,0.06,0.0,0.03
4879,Kinetica,PS2,2001-01-01,Racing,Sony Computer Entertainment,0.16,0.12,0.0,0.04
4880,King Arthur,GC,2004-01-01,Action,Konami Digital Entertainment,0.03,0.01,0.0,0.0
4881,King Arthur II,PC,2011-01-01,Strategy,Paradox Interactive,0.0,0.03,0.0,0.0
4882,King Kong,2600,1981-01-01,Action,Tigervision,0.65,0.04,0.0,0.01
4883,King of Clubs: Mini Golf,Wii,2008-01-01,Sports,Oxygen Interactive,0.09,0.0,0.0,0.01
4884,King of Colosseum (Red): Shin Nippon x Zen Nippon x Pancrase Disc,PS2,2002-01-01,Fighting,Spike,0.0,0.0,0.12,0.0
4885,King of Fighters 2002: Unlimited Match Tougeki Ver.,PS2,2010-01-01,Fighting,SNK Playmore,0.0,0.0,0.01,0.0
4886,King of Fighters: Maximum Impact,PS2,2004-01-01,Fighting,Ignition Entertainment,0.13,0.1,0.0,0.03
4887,King of Fighters: Maximum Impact Regulation A,PS2,2007-01-01,Fighting,SNK Playmore,0.0,0.0,0.04,0.0
4888,King's Bounty: Armored Princess,PC,2009-01-01,Role-Playing,1C Company,0.0,0.01,0.0,0.0
4889,King's Field,PS,1995-01-01,Role-Playing,Sony Computer Entertainment,0.09,0.06,0.0,0.01
4890,King's Field (Japan),PS,1994-01-01,Role-Playing,From Software,0.0,0.0,0.08,0.01
4891,King's Field II,PS,1996-01-01,Role-Playing,From Software,0.08,0.06,0.11,0.02
4892,King's Field: The Ancient City,PS2,2001-01-01,Role-Playing,Metro 3D,0.05,0.04,0.0,0.01
4893,King's Quest: The Complete Collection,PS4,2016-01-01,Adventure,Activision,0.01,0.0,0.0,0.0
4894,Kingdom Hearts,PS2,2002-01-01,Role-Playing,Sony Computer Entertainment,3.64,1.2,1.49,0.07
4895,Kingdom Hearts 358/2 Days,DS,2009-01-01,Role-Playing,Square Enix,1.06,0.26,0.53,0.13
4896,Kingdom Hearts 3D: Dream Drop Distance,3DS,2012-01-01,Action,Square Enix,0.88,0.26,0.34,0.1
4897,Kingdom Hearts II,PS3,2014-01-01,Role-Playing,Square Enix,0.52,0.35,0.18,0.18
4898,Kingdom Hearts Re: Chain of Memories,PS2,2008-01-01,Role-Playing,Square Enix,0.73,0.03,0.0,0.12
4899,Kingdom Hearts Re:coded,DS,2010-01-01,Role-Playing,Square Enix,0.53,0.09,0.27,0.05
4900,Kingdom Hearts: Birth by Sleep,PSP,2010-01-01,Role-Playing,Square Enix,0.63,0.41,0.75,0.26
4901,Kingdom Hearts: Birth by Sleep - Final Mix,PSP,2011-01-01,Role-Playing,Square Enix,0.0,0.0,0.16,0.0
4902,Kingdom Hearts: Chain of Memories,GBA,2004-01-01,Role-Playing,Square Enix,1.26,0.18,0.35,0.06
4903,Kingdom Under Fire: Circle of Doom,X360,2007-01-01,Role-Playing,Microsoft Game Studios,0.18,0.12,0.04,0.03
4904,Kingdom Under Fire: Heroes,XB,2005-01-01,Strategy,Deep Silver,0.11,0.03,0.0,0.01
4905,Kingdom Under Fire: The Crusaders,XB,2004-01-01,Strategy,Deep Silver,0.24,0.07,0.0,0.01
4906,Kingdom of Paradise,PSP,2005-01-01,Role-Playing,Sony Computer Entertainment,0.14,0.0,0.0,0.01
4907,Kingdom: Ikkitousen no Ken,PSP,2010-01-01,Action,Konami Digital Entertainment,0.0,0.0,0.02,0.0
4908,Kingdoms of Amalur: Reckoning,PC,2012-01-01,Role-Playing,Electronic Arts,0.14,0.13,0.0,0.03
4909,Kiniro no Corda 2,PS2,2007-01-01,Role-Playing,Tecmo Koei,0.0,0.0,0.06,0.0
4910,Kiniro no Corda 2 Encore,PS2,2007-01-01,Role-Playing,Tecmo Koei,0.0,0.0,0.05,0.0
4911,Kiniro no Corda 2 f,PSP,2009-01-01,Role-Playing,Tecmo Koei,0.0,0.0,0.04,0.0
4912,Kiniro no Corda 2 f Encore,PSP,2009-01-01,Role-Playing,Tecmo Koei,0.0,0.0,0.03,0.0
4913,Kiniro no Corda 3,PS2,2010-01-01,Adventure,Tecmo Koei,0.0,0.0,0.03,0.0
4914,Kinnikuman Muscle Grand Prix Max,PS2,2006-01-01,Fighting,Konami Digital Entertainment,0.0,0.0,0.05,0.0
4915,Kinnikuman Muscle Grand Prix Max 2: Tokumori,PS2,2008-01-01,Fighting,Namco Bandai Games,0.0,0.0,0.07,0.0
4916,Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki,DS,2009-01-01,Adventure,Creative Core,0.0,0.0,0.03,0.0
4917,Kirarin * Revolution: Kira Kira Idol Audition,DS,2006-01-01,Simulation,Konami Digital Entertainment,0.0,0.0,0.11,0.0
4918,Kirarin * Revolution: Mezase! Idol Queen,DS,2007-01-01,Simulation,Konami Digital Entertainment,0.0,0.0,0.1,0.0
4919,Kirarin * Revolution: Minna de Odorou Furi Furi Debut!,DS,2008-01-01,Simulation,Konami Digital Entertainment,0.0,0.0,0.06,0.0
4920,Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage,DS,2007-01-01,Simulation,Konami Digital Entertainment,0.0,0.0,0.1,0.0
4921,Kirby & the Amazing Mirror,GBA,2004-01-01,Platform,Nintendo,0.8,0.05,0.76,0.03
4922,Kirby 64: The Crystal Shards,N64,2000-01-01,Platform,Nintendo,0.63,0.06,1.03,0.04
4923,Kirby Air Ride,GC,2003-01-01,Racing,Nintendo,1.01,0.11,0.45,0.04
4924,Kirby Squeak Squad,DS,2006-01-01,Platform,Nintendo,0.78,0.02,1.05,0.08
4925,Kirby Super Star,SNES,1996-01-01,Platform,Nintendo,0.26,0.07,1.09,0.02
4926,Kirby Super Star Ultra,DS,2008-01-01,Platform,Nintendo,1.55,0.04,1.19,0.15
4927,Kirby Tilt 'n' Tumble,GB,2000-01-01,Puzzle,Nintendo,0.29,0.17,0.75,0.02
4928,Kirby and the Rainbow Curse,WiiU,2015-01-01,Platform,Nintendo,0.22,0.13,0.12,0.04
4929,Kirby's Adventure,NES,1993-01-01,Platform,Nintendo,0.79,0.14,0.8,0.02
4930,Kirby's Block Ball,GB,1995-01-01,Puzzle,Nintendo,0.0,0.0,0.32,0.0
4931,Kirby's Dream Collection: Special Edition,Wii,2012-01-01,Action,Nintendo,0.33,0.0,0.33,0.02
4932,Kirby's Dream Course,SNES,1994-01-01,Sports,Nintendo,0.0,0.0,0.59,0.0
4933,Kirby's Dream Land,GB,1992-01-01,Platform,Nintendo,2.71,0.61,1.7,0.11
4934,Kirby's Dream Land 2,GB,1995-01-01,Platform,Nintendo,0.69,0.14,1.48,0.05
4935,Kirby's Dream Land 3,SNES,1997-01-01,Platform,Nintendo,0.0,0.0,0.36,0.0
4936,Kirby's Epic Yarn,Wii,2010-01-01,Platform,Nintendo,1.42,0.09,0.45,0.1
4937,Kirby's Pinball Land,GB,1992-01-01,Misc,Nintendo,0.87,0.17,1.1,0.05
4938,Kirby's Return to Dreamland,Wii,2011-01-01,Platform,Nintendo,0.58,0.21,0.79,0.07
4939,Kirby's Star Stacker,GB,1997-01-01,Puzzle,Nintendo,0.0,0.0,0.22,0.0
4940,Kirby: Canvas Curse,DS,2005-01-01,Platform,Nintendo,0.36,0.0,0.32,0.03
4941,Kirby: Mass Attack,DS,2011-01-01,Platform,Nintendo,0.48,0.06,0.41,0.05
4942,Kirby: Nightmare in Dream Land,GBA,2002-01-01,Platform,Nintendo,1.22,0.1,0.91,0.04
4943,Kirby: Planet Robobot,3DS,2016-01-01,Action,Nintendo,0.28,0.14,0.47,0.04
4944,Kirby: Triple Deluxe,3DS,2014-01-01,Platform,Nintendo,0.61,0.34,0.79,0.09
4945,Kiss Bell,PSV,2014-01-01,Adventure,Giga,0.0,0.0,0.02,0.0
4946,Kisuato,PSV,2015-01-01,Adventure,TGL,0.0,0.0,0.03,0.0
4947,Klax,2600,1989-01-01,Puzzle,Atari,0.14,0.01,0.0,0.0
4948,Klonoa,Wii,2008-01-01,Platform,Namco Bandai Games,0.1,0.02,0.03,0.01
4949,Klonoa 2: Dream Champ Tournament,GBA,2002-01-01,Platform,Namco Bandai Games,0.02,0.01,0.0,0.0
4950,Klonoa 2: Lunatea's Veil,PS2,2001-01-01,Platform,Sony Computer Entertainment,0.12,0.1,0.08,0.03
4951,Klonoa Beach Volleyball,PS,2002-01-01,Sports,Namco Bandai Games,0.03,0.02,0.0,0.0
4952,Klonoa Heroes: Densetsu no Star Medal,GBA,2002-01-01,Role-Playing,Namco Bandai Games,0.0,0.0,0.04,0.0
4953,Klonoa: Door to Phantomile,PS,1997-01-01,Platform,Sony Computer Entertainment,0.0,0.0,0.17,0.01
4954,Klonoa: Empire of Dreams,GBA,2001-01-01,Platform,Infogrames,0.1,0.04,0.0,0.0
4955,Knack,PS4,2013-01-01,Platform,Sony Computer Entertainment Europe,0.43,0.68,0.42,0.2
4956,Knife Edge: NoseGunner,N64,1998-01-01,Shooter,Mitsui,0.06,0.02,0.0,0.0
